,location,total_sqft,bath,price,bhk,encoded_loc
4267,Hosur Road,1766.0,3,130.0,3,104
4268,others,500.0,1,15.0,1,230
4269,Jigani,1221.0,3,52.0,3,113
4270,Rachenahalli,680.0,1,46.0,1,183
4271,Sarjapur  Road,1278.0,2,90.0,2,194
4272,Kodichikkanahalli,1025.0,2,66.0,2,138
4273,Whitefield,1175.0,2,39.0,2,224
4274,others,850.0,2,42.0,2,230
4275,Anjanapura,710.0,2,25.0,2,18
4276,others,1165.0,2,33.64,2,230
4277,Sarjapur,625.0,1,19.0,1,193
4278,Kaggadasapura,1340.0,3,66.0,3,118
4279,Ananth Nagar,937.0,2,35.0,2,16
4280,JP Nagar,750.0,1,52.5,1,109
4281,Shampura,1475.0,3,78.0,3,199
4282,others,2230.0,4,130.0,4,230
4283,others,2200.0,5,100.0,4,230
4284,Mysore Road,900.0,2,65.0,2,166
4285,Electronic City Phase II,1116.0,2,37.0,2,75
4286,Hoodi,948.0,2,75.0,2,97
4287,R.T. Nagar,970.0,2,55.0,2,182
4288,others,1519.0,3,67.23,3,230
4289,Thanisandra,1200.0,2,65.0,3,209
4290,Bhoganhalli,1760.0,3,127.0,3,43
4291,Budigere,1820.0,3,85.5,3,52
4292,Kalena Agrahara,1565.0,3,78.0,3,121
4293,Begur Road,1334.0,2,42.69,2,39
4294,Sarakki Nagar,924.0,2,76.23,2,192
4295,Jigani,914.0,2,49.0,2,113
4296,Kengeri,500.0,1,17.0,1,135
4297,Yelahanka,2145.0,3,125.0,3,226
4298,Electronic City,1650.0,3,100.0,3,74
4299,Marathahalli,3940.0,4,220.0,4,161
4300,Electronic City,1020.0,2,29.45,2,74
4301,Basaveshwara Nagar,1180.0,2,58.0,2,36
4302,Bommasandra,1014.0,2,35.0,2,48
4303,Attibele,695.0,1,25.0,2,21
4304,GM Palaya,1140.0,2,48.95,2,78
4305,Begur Road,2400.0,4,152.0,4,39
4306,Attibele,850.0,1,25.0,2,21
4307,Banashankari,1200.0,2,60.0,2,26
4308,others,3160.0,4,206.0,4,230
4309,Hoodi,1769.0,3,96.87,3,97
4310,Mallasandra,905.0,2,40.0,2,158
4311,Kothanur,627.0,1,30.0,1,146
4312,Marathahalli,1435.0,3,73.0,3,161
4313,Kodihalli,1620.0,3,130.0,3,141
4314,Whitefield,1862.0,3,125.0,3,224
4315,Kaikondrahalli,674.0,1,19.9,2,120
4316,Marathahalli,1220.0,2,59.0,2,161
4317,Electronic City,1025.0,2,49.0,2,74
4318,Thanisandra,1430.0,2,54.5,3,209
4319,Panathur,1235.0,2,65.0,2,180
4320,Kanakpura Road,1498.0,3,95.0,3,127
4321,Electronic City,1000.0,2,29.7,2,74
4322,others,922.0,2,70.0,2,230
4323,AECS Layout,1123.0,2,64.0,2,9
4324,Raja Rajeshwari Nagar,1235.0,2,75.0,2,184
4325,Kogilu,1250.0,2,55.55,2,142
4326,Sarjapur  Road,1305.0,2,99.0,2,194
4327,others,1200.0,1,65.0,2,230
4328,Hebbal,2790.0,5,204.0,4,92
4329,Old Madras Road,2010.0,3,125.0,4,177
4330,Electronics City Phase 1,995.0,2,42.0,2,76
4331,Varthur Road,1277.0,2,59.0,2,218
4332,7th Phase JP Nagar,1236.0,2,61.33,2,6
4333,Akshaya Nagar,1265.0,2,67.0,2,11
4334,Kanakpura Road,525.0,2,27.0,1,127
4335,Gubbalala,2570.0,4,141.0,5,84
4336,others,1442.0,3,56.24,3,230
4337,Ardendale,1224.0,2,70.0,2,19
4338,Bellandur,1205.0,2,59.0,2,40
4339,others,1233.0,2,100.0,2,230
4340,5th Block Hbr Layout,1312.0,2,69.0,2,3
4341,Electronic City,1449.0,3,90.0,3,74
4342,Yelenahalli,1090.0,2,54.0,2,228
4343,Kaggadasapura,2100.0,5,150.0,5,118
4344,JP Nagar,1200.0,2,78.0,2,109
4345,BTM 2nd Stage,1000.0,2,58.0,2,22
4346,Devanahalli,2400.0,5,190.0,4,65
4347,Thanisandra,1732.0,3,85.73,3,209
4348,Banashankari,1290.0,2,80.0,2,26
4349,others,1840.0,3,85.0,3,230
4350,Thanisandra,1917.0,4,100.0,3,209
4351,others,1100.0,2,57.0,2,230
4352,Kudlu,1455.0,2,60.0,3,147
4353,Devarachikkanahalli,1425.0,2,65.0,3,66
4354,Whitefield,1655.0,3,113.0,3,224
4355,Haralur Road,2805.0,5,160.0,4,90
4356,others,1040.0,2,46.79,2,230
4357,Akshaya Nagar,1126.0,2,55.0,2,11
4358,Hebbal,1250.0,2,55.55,2,92
4359,others,1200.0,2,53.0,2,230
4360,others,2050.0,3,100.0,4,230
4361,Whitefield,530.0,1,29.44,1,224
4362,Sarjapur,3875.5,4,139.5,4,193
4363,Kambipura,883.0,2,37.0,2,123
4364,Sompura,1275.0,3,59.0,3,203
4365,others,800.0,2,30.0,2,230
4366,Devanahalli,1200.0,1,95.0,1,65
4367,Bellandur,1063.0,2,58.0,2,40
4368,Balagere,656.0,1,43.0,1,25
4369,others,1125.0,2,36.0,2,230
4370,Marathahalli,881.0,2,48.06,2,161
4371,Bisuvanahalli,700.0,1,32.0,2,46
4372,others,1936.0,3,110.0,3,230
4373,Hosa Road,1680.0,3,101.0,3,101
4374,Rayasandra,1253.0,2,57.0,2,189
4375,Mysore Road,1082.0,3,50.0,3,166
4376,Electronic City,1065.0,2,30.75,2,74
4377,Iblur Village,2100.0,4,145.0,3,107
4378,Electronic City,1070.0,2,58.0,2,74
4379,Raja Rajeshwari Nagar,1280.0,3,57.6,3,184
4380,Sarjapur  Road,1755.0,3,122.0,3,194
4381,Electronic City,1210.0,2,54.0,2,74
4382,Talaghattapura,951.0,2,30.43,2,208
4383,Electronic City,1500.0,2,75.0,3,74
4384,others,1652.5,3,90.0,3,230
4385,Yeshwanthpur,1381.0,2,76.18,3,229
4386,Whitefield,1085.0,2,57.0,2,224
4387,Whitefield,905.0,1,50.0,1,224
4388,Hennur Road,1685.0,3,95.0,3,96
4389,Somasundara Palya,1200.0,2,75.0,2,202
4390,Anandapura,1151.0,2,42.9,2,15
4391,Brookefield,3532.0,3,170.0,4,51
4392,Kanakpura Road,1665.0,3,86.91,3,127
4393,Kengeri Satellite Town,800.0,2,40.0,2,136
4394,Rajiv Nagar,1030.0,2,46.5,2,186
4395,Hoodi,1257.0,2,71.03,2,97
4396,Whitefield,1600.0,3,82.0,3,224
4397,Choodasandra,1465.0,3,75.0,3,60
4398,Jakkur,1650.0,3,111.0,3,110
4399,Whitefield,1230.0,4,80.0,4,224
4400,Koramangala,1300.0,2,82.0,2,144
4401,KR Puram,1000.0,2,44.5,2,115
4402,Mahadevpura,1146.0,2,53.8,2,156
4403,others,2159.0,3,110.0,3,230
4404,Whitefield,1255.0,2,40.0,2,224
4405,Padmanabhanagar,1200.0,2,60.0,2,178
4406,Sarjapur  Road,1040.0,2,37.0,2,194
4407,Uttarahalli,1180.0,2,41.3,2,216
4408,KR Puram,1200.0,2,47.0,2,115
4409,Sarjapur  Road,1374.0,3,51.0,3,194
4410,Whitefield,937.0,1,32.15,1,224
4411,Jalahalli,2384.0,4,165.0,3,111
4412,Yelahanka,1200.0,2,54.0,2,226
4413,Haralur Road,2017.0,3,105.0,3,90
4414,others,700.0,2,43.0,2,230
4415,Kanakpura Road,1495.0,2,52.33,3,127
4416,Kothanur,1302.0,2,68.5,2,146
4417,Whitefield,905.0,1,52.0,1,224
4418,Electronics City Phase 1,1350.0,3,71.0,3,76
4419,Gottigere,1380.0,2,95.0,3,82
4420,Harlur,1620.0,3,110.0,3,91
4421,Chandapura,4800.0,4,250.0,4,55
4422,Sarjapur  Road,1000.0,2,38.5,2,194
4423,Thanisandra,1250.0,1,54.0,2,209
4424,Anekal,997.0,3,55.0,3,17
4425,Kothanur,1760.0,3,111.0,3,146
4426,Yelahanka,1322.0,2,75.0,2,226
4427,others,1365.0,3,99.0,3,230
4428,Sahakara Nagar,1500.0,3,125.0,3,190
4429,Kaggadasapura,1256.0,2,50.0,3,118
4430,Brookefield,941.0,2,48.0,2,51
4431,Hennur Road,1414.0,2,84.18,2,96
4432,Chikkalasandra,1270.0,2,55.25,3,59
4433,Kengeri Satellite Town,4100.0,3,300.0,4,136
4434,others,1800.0,3,105.0,6,230
4435,Kanakpura Road,712.0,1,38.44,1,127
4436,Rajaji Nagar,3929.5,5,251.5,4,185
4437,Hebbal,1200.0,2,49.0,2,92
4438,Kengeri Satellite Town,654.0,1,22.0,1,136
4439,others,708.0,1,55.0,2,230
4440,others,1680.0,3,135.0,3,230
4441,others,990.0,2,58.0,2,230
4442,Uttarahalli,1380.0,2,42.0,2,216
4443,Hebbal,1088.0,2,62.0,2,92
4444,Harlur,1414.0,3,77.5,3,91
4445,others,1240.0,2,100.0,2,230
4446,others,1810.0,3,118.0,3,230
4447,Kothanur,1185.0,2,58.0,2,146
4448,Whitefield,1200.0,3,57.15,3,224
4449,others,1265.0,2,58.0,2,230
4450,Sahakara Nagar,1100.0,2,55.0,2,190
4451,others,1035.0,2,44.0,2,230
4452,Sonnenahalli,917.0,1,30.715,1,204
4453,Hegde Nagar,1179.0,2,49.35,2,94
4454,Vittasandra,1650.0,3,84.0,3,223
4455,others,2800.0,4,100.0,6,230
4456,others,3500.0,6,120.0,8,230
4457,others,1430.0,3,78.65,3,230
4458,Marathahalli,1130.0,2,58.0,3,161
4459,JP Nagar,1850.0,2,110.0,3,109
4460,Hennur,1340.0,3,54.24,3,95
4461,Sarjapur  Road,6464.0,2,338.0,4,194
4462,others,600.0,2,30.0,2,230
4463,Channasandra,1160.0,2,55.0,2,56
4464,others,1200.0,2,45.0,1,230
4465,others,1116.0,2,37.6,2,230
4466,others,1090.0,2,45.0,2,230
4467,JP Nagar,1100.0,2,45.0,2,109
4468,Vijayanagar,1484.0,3,79.19,3,220
4469,Green Glen Layout,1630.0,3,68.0,3,83
4470,Whitefield,1451.0,2,52.43,3,224
4471,Kanakpura Road,1330.0,2,107.0,2,127
4472,Thanisandra,2127.0,3,135.0,3,209
4473,others,1260.0,4,65.0,4,230
4474,Sarjapur  Road,1173.0,2,45.75,3,194
4475,Electronics City Phase 1,1445.0,2,56.0,3,76
4476,Thanisandra,3011.0,3,115.89,3,209
4477,JP Nagar,1197.0,2,47.88,2,109
4478,Sarjapur  Road,3930.0,7,329.0,5,194
4479,Kanakpura Road,1450.0,3,62.4,3,127
4480,Whitefield,1187.0,2,37.85,2,224
4481,Channasandra,1050.0,2,41.0,2,56
4482,Panathur,1370.0,2,54.8,3,180
4483,Yelahanka,1036.0,2,39.37,2,226
4484,JP Nagar,1275.0,3,41.2,3,109
4485,Old Madras Road,2010.0,3,115.0,4,177
4486,Thanisandra,1265.0,2,46.6,2,209
4487,Anandapura,1576.0,3,58.0,3,15
4488,Dodda Nekkundi,1148.0,2,56.0,2,67
4489,others,1000.0,2,36.0,2,230
4490,Kudlu,1293.0,2,85.0,3,147
4491,Munnekollal,1210.0,2,75.0,2,164
4492,HSR Layout,1126.0,2,69.0,2,89
4493,Vidyaranyapura,1440.0,2,70.0,3,219
4494,Ramamurthy Nagar,1300.0,2,52.0,3,188
4495,Thanisandra,1276.0,2,75.0,2,209
4496,Whitefield,1216.0,2,83.0,2,224
4497,Sompura,1126.0,2,39.0,2,203
4498,Raja Rajeshwari Nagar,1162.0,2,65.0,2,184
4499,Whitefield,1301.0,2,65.0,2,224
4500,Devanahalli,658.0,1,34.0,1,65
4501,1st Phase JP Nagar,1590.0,1,63.0,1,1
4502,Chandapura,1208.51,3,42.0,3,55
4503,Raja Rajeshwari Nagar,1133.0,2,38.41,2,184
4504,others,1760.0,2,116.0,3,230
4505,others,1145.0,2,57.0,2,230
4506,Bannerghatta Road,1930.0,2,67.73,2,34
4507,others,4967.5,5,268.5,4,230
4508,Dasarahalli,1300.0,2,50.0,2,64
4509,Jigani,2420.0,4,190.0,4,113
4510,Thubarahalli,1216.0,2,80.0,2,211
4511,Tumkur Road,1459.0,2,110.0,3,214
4512,Jakkur,1622.0,2,80.0,3,110
4513,Kanakpura Road,1843.0,3,85.0,3,127
4514,Malleshpalya,1430.0,2,69.5,3,159
4515,Begur Road,1565.0,2,57.91,3,39
4516,others,1410.0,2,75.0,2,230
4517,Kengeri Satellite Town,1060.0,2,42.0,2,136
4518,Sarjapur  Road,1120.0,2,50.0,2,194
4519,Hosa Road,880.0,2,50.0,2,101
4520,Dodda Nekkundi,1435.0,3,57.2,3,67
4521,Doddakallasandra,1425.0,2,56.99,3,69
4522,Arekere,900.0,2,50.0,2,20
4523,others,2400.0,5,93.0,5,230
4524,Electronic City,2435.0,4,119.0,4,74
4525,Iblur Village,1920.0,3,150.0,3,107
4526,Nagavarapalya,705.0,1,55.0,1,172
4527,others,1200.0,2,75.6,3,230
4528,Mahadevpura,1532.0,2,62.0,2,156
4529,Rajiv Nagar,1330.0,2,93.0,2,186
4530,Sarjapur  Road,1530.0,2,60.0,3,194
4531,Kasavanhalli,1105.0,2,42.0,2,130
4532,Harlur,1630.0,3,95.1,3,91
4533,Brookefield,1595.0,2,75.0,3,51
4534,7th Phase JP Nagar,1000.0,2,53.0,2,6
4535,Uttarahalli,1737.0,2,95.0,3,216
4536,others,2100.0,4,150.0,4,230
4537,Hosakerehalli,3600.0,6,145.0,8,102
4538,Mysore Road,883.0,2,50.0,2,166
4539,BTM Layout,1776.0,2,75.0,3,23
4540,Whitefield,1330.0,2,55.0,3,224
4541,Thanisandra,2259.0,5,135.0,4,209
4542,JP Nagar,2700.0,4,160.0,7,109
4543,Gubbalala,1008.0,2,32.25,2,84
4544,others,1200.0,2,52.5,2,230
4545,Yelahanka,602.0,1,26.0,1,226
4546,JP Nagar,1500.0,2,82.0,3,109
4547,others,1539.0,3,60.0,3,230
4548,Judicial Layout,1100.0,2,53.0,3,114
4549,Raja Rajeshwari Nagar,1151.0,2,49.0,2,184
4550,others,920.0,2,46.0,2,230
4551,Kathriguppe,1350.0,3,78.3,3,132
4552,Bannerghatta Road,1200.0,2,65.0,2,34
4553,Thanisandra,1265.0,2,78.0,2,209
4554,Sarjapur  Road,1700.0,3,93.5,3,194
4555,others,1550.0,4,120.0,4,230
4556,R.T. Nagar,1560.0,3,125.0,3,182
4557,Sarjapur  Road,1403.0,3,56.0,3,194
4558,Tumkur Road,1416.0,3,94.0,3,214
4559,Kanakpura Road,1628.0,2,68.0,2,127
4560,7th Phase JP Nagar,1680.0,3,125.0,3,6
4561,Doddathoguru,1595.0,3,62.0,3,70
4562,Kanakpura Road,1507.0,2,95.0,3,127
4563,Hennur Road,1949.0,3,133.0,3,96
4564,others,905.0,2,50.0,2,230
4565,Kaikondrahalli,1605.0,3,105.0,3,120
4566,Bommanahalli,1290.0,2,73.0,2,47
4567,Yelahanka,1100.0,2,60.0,2,226
4568,Vishveshwarya Layout,2100.0,6,92.0,6,221
4569,Electronics City Phase 1,995.0,2,49.8,2,76
4570,Gottigere,1425.0,2,47.0,3,82
4571,others,1455.0,2,55.0,3,230
4572,others,550.0,1,23.0,1,230
4573,Vishveshwarya Layout,7000.0,4,210.0,4,221
4574,others,4000.0,3,130.0,5,230
4575,others,1060.0,2,53.0,2,230
4576,others,1080.0,2,75.0,3,230
4577,HBR Layout,1783.0,3,125.0,3,87
4578,Haralur Road,1520.0,2,90.0,3,90
4579,Sarjapur  Road,1060.0,2,55.0,2,194
4580,Raja Rajeshwari Nagar,1267.0,2,54.35,2,184
4581,Whitefield,1155.0,2,55.0,2,224
4582,Karuna Nagar,2500.0,3,180.0,3,129
4583,Bannerghatta Road,1240.0,2,65.0,2,34
4584,others,1570.0,3,78.0,3,230
4585,NGR Layout,1019.0,2,45.9,2,167
4586,Whitefield,1355.0,3,76.0,2,224
4587,others,1537.0,3,110.0,3,230
4588,Whitefield,4075.0,5,226.0,4,224
4589,Raja Rajeshwari Nagar,1550.0,3,52.45,3,184
4590,Raja Rajeshwari Nagar,1100.0,2,50.0,2,184
4591,9th Phase JP Nagar,1466.0,2,71.0,2,8
4592,Rachenahalli,1550.0,3,72.5,3,183
4593,Akshaya Nagar,2300.0,4,102.0,3,11
4594,Kengeri,540.0,1,22.5,1,135
4595,others,1020.0,2,48.0,2,230
4596,Hebbal,1987.0,4,165.0,3,92
4597,Hoodi,1305.0,2,75.0,2,97
4598,Sarjapur,2100.0,3,125.0,4,193
4599,Electronic City,1125.0,2,32.5,2,74
4600,Horamavu Banaswadi,1225.0,2,49.5,2,99
4601,Hennur,1255.0,2,55.5,2,95
4602,others,1191.0,2,90.0,2,230
4603,Electronic City,1165.0,2,33.64,2,74
4604,others,865.0,2,35.11,2,230
4605,Nagarbhavi,1850.0,2,88.0,3,169
4606,Yelahanka,1614.0,2,100.0,3,226
4607,Magadi Road,600.0,1,22.0,2,155
4608,Thigalarapalya,2072.0,4,155.0,3,210
4609,Electronic City,919.0,2,34.0,2,74
4610,others,2100.0,4,90.0,4,230
4611,others,1000.0,2,42.0,2,230
4612,Lingadheeranahalli,2245.0,4,154.0,4,154
4613,Ambedkar Nagar,1852.0,3,130.0,3,13
4614,others,1225.0,2,47.0,2,230
4615,Panathur,1597.0,3,67.12,3,180
4616,Jakkur,2423.0,4,160.0,3,110
4617,Marathahalli,1152.0,2,90.0,2,161
4618,Harlur,1762.0,3,133.0,3,91
4619,Kammasandra,1400.0,3,92.0,3,125
4620,Yelahanka,1890.0,3,108.0,3,226
4621,Varthur Road,1247.0,2,58.0,3,218
4622,Bellandur,1201.0,2,59.99,2,40
4623,others,830.0,2,40.0,2,230
4624,Bommanahalli,1100.0,1,55.0,2,47
4625,9th Phase JP Nagar,1890.0,2,93.0,3,8
4626,others,1685.0,3,60.0,3,230
4627,Battarahalli,1165.0,2,43.0,2,37
4628,others,827.0,2,45.0,2,230
4629,Electronics City Phase 1,635.0,1,26.0,1,76
4630,others,1050.0,2,50.0,2,230
4631,Kanakapura,1500.0,3,125.0,3,126
4632,Yelenahalli,1500.0,2,57.0,3,228
4633,Raja Rajeshwari Nagar,1751.0,3,72.0,3,184
4634,Bommasandra,1020.0,2,40.89,2,48
4635,Thanisandra,1148.0,2,43.5,2,209
4636,others,1060.0,2,49.27,2,230
4637,Haralur Road,1300.0,2,60.0,2,90
4638,Hormavu,3000.0,4,100.0,4,100
4639,Bellandur,1325.0,2,65.0,2,40
4640,others,1261.0,2,61.0,2,230
4641,others,1100.0,2,46.0,2,230
4642,Ramamurthy Nagar,700.0,2,33.0,2,188
4643,7th Phase JP Nagar,1675.0,2,135.0,3,6
4644,others,3400.0,4,190.0,4,230
4645,others,1180.0,2,56.0,2,230
4646,Uttarahalli,1160.0,2,45.0,2,216
4647,Kasavanhalli,1863.0,3,105.0,4,130
4648,Sahakara Nagar,1914.0,3,149.0,3,190
4649,BTM Layout,1458.0,3,79.0,3,23
4650,Babusapalaya,1105.0,2,40.0,2,24
4651,Hulimavu,3035.0,5,220.0,3,105
4652,Akshaya Nagar,1662.0,3,90.0,3,11
4653,Yelahanka,1556.0,3,86.0,3,226
4654,Jigani,918.0,2,50.0,2,113
4655,Sarjapur  Road,1455.0,2,98.0,3,194
4656,others,1205.0,2,70.0,2,230
4657,others,1194.0,2,65.0,2,230
4658,Laggere,1200.0,2,75.0,2,152
4659,Bannerghatta Road,1100.0,2,52.0,3,34
4660,Sarjapur  Road,1405.0,3,48.87,3,194
4661,Subramanyapura,929.0,2,56.0,2,205
4662,8th Phase JP Nagar,2100.0,4,92.0,4,7
4663,Channasandra,1065.0,2,40.47,2,56
4664,Bannerghatta Road,2215.0,3,84.29,3,34
4665,Hormavu,1093.0,2,32.78,2,100
4666,Anandapura,1250.0,2,45.0,2,15
4667,Marathahalli,1680.0,3,105.0,3,161
4668,Nagarbhavi,1146.0,2,50.0,2,169
4669,others,1250.0,2,58.0,2,230
4670,Ramagondanahalli,1451.0,3,60.44,3,187
4671,others,1424.0,2,55.0,3,230
4672,Gottigere,1435.0,2,62.0,3,82
4673,Devanahalli,658.0,1,26.91,1,65
4674,Bommanahalli,1300.0,3,45.0,3,47
4675,Whitefield,1242.0,2,65.0,2,224
4676,Marathahalli,1910.0,3,119.0,3,161
4677,Yelahanka,1610.0,4,85.0,3,226
4678,Hulimavu,1127.0,2,65.0,2,105
4679,Yelahanka,1075.0,2,42.0,3,226
4680,Mysore Road,1155.0,2,51.0,2,166
4681,others,1250.0,3,55.0,3,230
4682,others,2200.0,4,160.0,3,230
4683,Billekahalli,2400.0,3,150.0,3,44
4684,Chandapura,876.0,2,29.5,2,55
4685,Nagarbhavi,1850.0,2,89.0,3,169
4686,Kadugodi,1314.0,2,83.0,2,117
4687,Rachenahalli,690.0,1,39.8,1,183
4688,Electronic City Phase II,5300.0,2,167.5,4,75
4689,others,1230.0,2,55.0,2,230
4690,Bommasandra,920.0,2,37.2,2,48
4691,Sarjapur  Road,1850.0,3,140.0,3,194
4692,Electronic City,1073.0,2,60.0,2,74
4693,others,1540.0,3,76.0,3,230
4694,Kanakpura Road,1550.0,3,63.5,3,127
4695,Kalyan nagar,1198.0,2,65.0,2,122
4696,HBR Layout,1656.0,3,90.0,3,87
4697,others,1900.0,3,155.0,3,230
4698,Ramagondanahalli,1910.0,3,142.0,3,187
4699,Mysore Road,1003.0,2,43.0,2,166
4700,others,1590.0,2,48.0,2,230
4701,Whitefield,1495.0,2,67.0,3,224
4702,Thanisandra,2172.0,3,76.02,3,209
4703,others,1200.0,1,95.0,2,230
4704,Whitefield,1548.0,3,65.0,3,224
4705,Whitefield,4271.0,5,154.5,4,224
4706,Hosur Road,1689.0,3,103.0,3,104
4707,Electronic City Phase II,1031.0,2,53.0,2,75
4708,others,1060.0,2,37.0,2,230
4709,others,1100.0,2,61.0,2,230
4710,Hennur Road,1250.0,2,77.88,3,96
4711,Seegehalli,1420.0,2,46.0,3,198
4712,others,1942.0,3,155.0,3,230
4713,Haralur Road,1985.0,3,130.0,3,90
4714,Sarjapur  Road,950.0,1,39.9,1,194
4715,others,1200.0,4,80.0,3,230
4716,Green Glen Layout,1752.0,3,105.0,3,83
4717,Old Madras Road,1480.0,2,84.0,3,177
4718,Sarjapur  Road,1826.0,3,130.0,3,194
4719,8th Phase JP Nagar,1035.0,2,39.33,2,7
4720,Sarjapur  Road,2600.0,4,98.0,4,194
4721,Kasavanhalli,1667.0,3,92.0,3,130
4722,Thanisandra,934.0,2,55.0,2,209
4723,JP Nagar,1590.0,3,69.34,3,109
4724,Mahadevpura,1620.0,2,76.0,3,156
4725,Electronic City,1070.0,2,47.0,2,74
4726,Hosur Road,3600.0,5,180.0,5,104
4727,Uttarahalli,1280.0,2,60.0,3,216
4728,others,1400.0,2,60.0,2,230
4729,others,1330.0,2,64.0,2,230
4730,Electronic City Phase II,1611.0,2,48.33,3,75
4731,Whitefield,1405.0,3,58.0,3,224
4732,others,1515.0,3,90.0,3,230
4733,Thigalarapalya,1830.0,4,150.0,3,210
4734,Kaggadasapura,1710.0,3,60.0,3,118
4735,BTM Layout,935.0,2,51.5,2,23
4736,Jakkur,2197.0,3,136.0,3,110
4737,Yeshwanthpur,1678.0,3,92.13,3,229
4738,Brookefield,1410.0,2,80.0,3,51
4739,Jakkur,1125.0,2,65.0,2,110
4740,Magadi Road,1191.0,2,55.38,3,155
4741,Thubarahalli,1200.0,2,79.0,2,211
4742,CV Raman Nagar,1525.0,2,67.0,3,53
4743,Seegehalli,920.0,2,27.0,2,198
4744,Chikkabanavar,600.0,1,25.0,2,58
4745,Thanisandra,1185.0,2,44.0,2,209
4746,Electronics City Phase 1,1190.0,2,68.0,2,76
4747,Whitefield,4271.0,5,158.5,4,224
4748,Whitefield,1355.0,2,73.0,2,224
4749,KR Puram,1200.0,1,65.0,2,115
4750,Kundalahalli,7000.0,4,550.0,4,150
4751,Yelahanka New Town,500.0,2,24.0,1,227
4752,Bommasandra Industrial Area,1250.0,3,50.0,3,49
4753,Uttarahalli,1480.0,2,58.0,3,216
4754,KR Puram,2324.0,2,70.445,3,115
4755,others,1206.0,2,53.0,2,230
4756,Hosakerehalli,925.0,2,46.5,2,102
4757,8th Phase JP Nagar,909.0,2,40.9,2,7
4758,Brookefield,1100.0,2,55.0,2,51
4759,Raja Rajeshwari Nagar,1306.0,2,44.17,2,184
4760,others,1200.0,4,95.0,4,230
4761,Kalena Agrahara,610.0,1,39.0,1,121
4762,Yelahanka,1484.0,2,56.4,3,226
4763,Ramamurthy Nagar,1125.0,2,47.0,2,188
4764,Whitefield,2882.0,5,158.0,4,224
4765,Kundalahalli,2075.0,3,115.0,3,150
4766,others,1250.0,2,58.0,2,230
4767,Horamavu Banaswadi,1272.0,2,51.5,2,99
4768,others,625.0,2,24.0,2,230
4769,1st Phase JP Nagar,840.0,2,50.0,1,1
4770,Hennur Road,2502.0,4,180.0,4,96
4771,Rayasandra,583.0,1,26.9,1,189
4772,others,900.0,2,27.0,2,230
4773,Kanakapura,2200.0,3,121.0,3,126
4774,Whitefield,750.0,1,51.0,1,224
4775,Marathahalli,1600.0,3,58.0,3,161
4776,Chikkalasandra,1365.0,2,49.0,3,59
4777,others,1300.0,3,64.0,3,230
4778,others,1200.0,1,69.0,1,230
4779,Electronics City Phase 1,1190.0,2,33.92,2,76
4780,Vishwapriya Layout,1250.0,3,38.0,3,222
4781,Kaggadasapura,1500.0,3,75.0,3,118
4782,Banashankari Stage V,1510.0,3,47.57,3,29
4783,7th Phase JP Nagar,1187.0,2,59.0,2,6
4784,Kundalahalli,1120.0,2,53.76,2,150
4785,others,1717.0,3,99.0,3,230
4786,others,2099.0,3,95.0,3,230
4787,Kasturi Nagar,1100.0,2,58.0,2,131
4788,others,1200.0,1,48.0,1,230
4789,Bannerghatta Road,1465.0,2,45.87,3,34
4790,Kothanur,1500.0,1,75.0,1,146
4791,Haralur Road,1255.0,2,90.0,3,90
4792,5th Phase JP Nagar,1220.0,2,88.0,2,4
4793,Electronic City Phase II,1065.0,2,30.88,2,75
4794,Sultan Palaya,1765.0,3,80.0,3,206
4795,Bellandur,1281.0,2,87.0,2,40
4796,Kaggadasapura,1215.0,2,43.0,2,118
4797,Ananth Nagar,1200.0,3,87.0,4,16
4798,Mysore Road,1237.0,2,73.0,2,166
4799,Lakshminarayana Pura,1300.0,2,70.0,2,153
4800,Whitefield,1105.0,2,39.99,2,224
4801,Hebbal Kempapura,3900.0,5,310.0,4,93
4802,Banashankari,1186.0,2,65.0,2,26
4803,Kengeri,750.0,2,35.5,2,135
4804,others,1430.0,2,78.65,3,230
4805,Thanisandra,1056.0,2,68.0,2,209
4806,others,2108.0,3,85.0,3,230
4807,Banashankari,1650.0,3,101.0,3,26
4808,Electronic City Phase II,1220.0,3,36.6,3,75
4809,Rayasandra,1198.0,2,54.0,2,189
4810,others,1190.0,2,70.0,2,230
4811,others,900.0,2,41.0,2,230
4812,others,2690.0,4,185.0,4,230
4813,Kanakapura,1340.0,2,65.0,2,126
4814,Yelahanka,1260.0,2,59.2,2,226
4815,Talaghattapura,2254.0,3,153.0,3,208
4816,Old Madras Road,2990.0,5,210.0,3,177
4817,JP Nagar,820.0,2,45.0,2,109
4818,Electronic City,1296.0,2,65.0,2,74
4819,Uttarahalli,1190.0,2,53.55,2,216
4820,Whitefield,1173.0,2,77.0,2,224
4821,Sarjapura - Attibele Road,1800.0,3,90.0,3,195
4822,Yelahanka,1102.0,2,52.0,2,226
4823,Sarjapur,913.0,2,36.0,2,193
4824,Hormavu,1176.0,2,35.27,3,100
4825,Prithvi Layout,1620.0,3,65.0,3,181
4826,Billekahalli,2968.0,3,225.0,3,44
4827,Yelahanka,1519.0,2,65.0,2,226
4828,others,1594.0,3,99.0,3,230
4829,others,1250.0,2,68.0,2,230
4830,Haralur Road,1056.0,2,60.0,2,90
4831,Whitefield,1200.0,3,68.4,3,224
4832,others,1290.0,1,77.5,2,230
